item,itemLabel,offizielle_Website
http://www.wikidata.org/entity/Q2496139,Universität Rinteln,
http://www.wikidata.org/entity/Q2035460,Ostfalia Hochschule für angewandte Wissenschaften,http://www.ostfalia.de
http://www.wikidata.org/entity/Q423604,Rabbinerseminar zu Berlin,http://rabbinerseminar.de/
http://www.wikidata.org/entity/Q15056949,Kardinal-Schulte-Haus,
http://www.wikidata.org/entity/Q101155669,Theologische Fakultät Rostock,https://www.theologie.uni-rostock.de/
http://www.wikidata.org/entity/Q1262599,Duale Hochschule Baden-Württemberg Karlsruhe,https://www.karlsruhe.dhbw.de/
http://www.wikidata.org/entity/Q2718928,Hochschule Geisenheim,http://www.hs-geisenheim.de/
http://www.wikidata.org/entity/Q1109235,Collegium Leoninum,
http://www.wikidata.org/entity/Q1353911,Priesterseminar Hildesheim,
http://www.wikidata.org/entity/Q1420079,Bischöfliches Priesterseminar Trier,
http://www.wikidata.org/entity/Q1667803,Internationales Priesterseminar Herz Jesu,
http://www.wikidata.org/entity/Q31943212,Q31943212,
http://www.wikidata.org/entity/Q32000610,Q32000610,
http://www.wikidata.org/entity/Q32000608,Q32000608,
http://www.wikidata.org/entity/Q2109602,Priesterseminar Aachen,
http://www.wikidata.org/entity/Q98650476,Pädagogische Hochschule Eichstätt,
http://www.wikidata.org/entity/Q324332,Hochschule für die Wissenschaft des Judentums,
http://www.wikidata.org/entity/Q1408967,Priesterseminar Augsburg,
http://www.wikidata.org/entity/Q1659467,Technische Hochschule Leuna-Merseburg,
http://www.wikidata.org/entity/Q1671056,Friedrichs-Universität Bützow,
http://www.wikidata.org/entity/Q2496174,Universität Vechta,http://www.uni-vechta.de/
http://www.wikidata.org/entity/Q2109618,Priesterseminar Rottenburg,
http://www.wikidata.org/entity/Q2120187,Pädagogische Hochschule Esslingen,
http://www.wikidata.org/entity/Q151510,Ruprecht-Karls-Universität Heidelberg,https://www.uni-heidelberg.de/
http://www.wikidata.org/entity/Q152171,Rheinische Friedrich-Wilhelms-Universität Bonn,http://uni-bonn.de
http://www.wikidata.org/entity/Q2565230,Westfälische Hochschule Gelsenkirchen Bocholt Recklinghausen,http://www.w-hs.de/
http://www.wikidata.org/entity/Q17123243,Friedrichs-Polytechnikum,
http://www.wikidata.org/entity/Q565742,Baltische Universität,
http://www.wikidata.org/entity/Q315161,Katholische Universität Eichstätt-Ingolstadt,http://www.ku-eichstaett.de
http://www.wikidata.org/entity/Q316272,EBS Universität für Wirtschaft und Recht,http://www.ebs.edu/
http://www.wikidata.org/entity/Q1109187,Collegium Borromaeum Münster,
http://www.wikidata.org/entity/Q1437749,Priesterseminar Mainz,
http://www.wikidata.org/entity/Q1573181,Hamburger Universität für Wirtschaft und Politik,
http://www.wikidata.org/entity/Q1795883,Kölner Werkschulen,
http://www.wikidata.org/entity/Q1916554,Medizinische Akademie Magdeburg,
http://www.wikidata.org/entity/Q2109604,Priesterseminar Erfurt,
http://www.wikidata.org/entity/Q1916178,Mediadesign Hochschule,http://www.mediadesign.de
http://www.wikidata.org/entity/Q157808,Technische Universität München,http://www.tum.de/
http://www.wikidata.org/entity/Q97356392,Q97356392,https://www.srh-hochschule-heidelberg.de/
http://www.wikidata.org/entity/Q41313284,Neue Universität,
http://www.wikidata.org/entity/Q2048456,Palucca Hochschule für Tanz Dresden,https://palucca.eu/en/
http://www.wikidata.org/entity/Q266255,Universität Dillingen,
http://www.wikidata.org/entity/Q111020102,Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau,
http://www.wikidata.org/entity/Q819312,Bergakademie Berlin,
http://www.wikidata.org/entity/Q1458855,Priesterseminar Passau,
http://www.wikidata.org/entity/Q1766996,Priesterseminar Essen,
http://www.wikidata.org/entity/Q2109605,Priesterseminar Fulda,
http://www.wikidata.org/entity/Q2109616,Priesterseminar Regensburg,
http://www.wikidata.org/entity/Q591905,Hochschule für Gestaltung Ulm,http://www.hfg-archiv.ulm.de
http://www.wikidata.org/entity/Q591905,Hochschule für Gestaltung Ulm,https://hfg-archiv.museumulm.de/en/
http://www.wikidata.org/entity/Q679945,Handelshochschule Leipzig,http://www.hhl.de/
http://www.wikidata.org/entity/Q686171,Technische Hochschule Wildau,http://www.th-wildau.de/
http://www.wikidata.org/entity/Q1622229,Hochschule für Wirtschaft und Umwelt Nürtingen-Geislingen,http://www.hfwu.de/
http://www.wikidata.org/entity/Q468553,Technische Hochschule Deggendorf,https://www.th-deg.de/
http://www.wikidata.org/entity/Q53546459,University of Applied Sciences Europe,https://www.ue-germany.com/de/
http://www.wikidata.org/entity/Q573749,Tübinger Schule,
http://www.wikidata.org/entity/Q1649504,Medizinische Akademie Erfurt,
http://www.wikidata.org/entity/Q1818836,Leokonvikt,
http://www.wikidata.org/entity/Q2109610,Priesterseminar Limburg,
http://www.wikidata.org/entity/Q569528,European School of Management and Technology,http://www.esmt.org/
http://www.wikidata.org/entity/Q56187114,Technische Universität Nürnberg,
http://www.wikidata.org/entity/Q5592027,Graduate School for Computing in Medicine and Life Sciences,http://www.gradschool.uni-luebeck.de
http://www.wikidata.org/entity/Q1773894,Kunsthochschule Berlin-Weißensee,https://www.kh-berlin.de/
http://www.wikidata.org/entity/Q51985,Technische Universität Berlin,https://www.tu.berlin/
